index,Date,Time,URL,Hit Sentence,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
678,30-Oct-23,07:56AM,http://twitter.com/piper4missouri/statuses/1718960055804952597,"Of course the presidency is important, but the bad things happening in your state are coming from your state house. Abortion bans, book bans, trans health bans, right to work, and school vouchers originate with your state Reps/Senators. We win when we take back state houses.",@piper4missouri,United States,English,120281,5988,1112.6,Negative,"book,course,presidency,school vouchers,trans health",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,book",10,"""1718960055804952597""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,Executive Director for Blue Missouri. Former teacher. Former Democratic nominee for State Rep. Host of “Dirt Road Democrat” podcast.,120281,2899,30-Oct-23,7:56 AM,Missouri,,63203,4553,58,1318,1370,4560,58,FALSE,
743,14-Apr-23,03:54PM,http://twitter.com/clairecmc/statuses/1646965052317093926,"Do these backwards people trying to shut down libraries and ban books understand that the real danger to young people is online?? It’s like outlawing horse transportation after cars were invented. Wondering how many of their children are busy online, without supervision?",@clairecmc,United States,English,795524,4678,7358.6,Negative,"ban books,busy online,cars,children,down libraries,horse transportation,real danger,supervision",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10,"""1646965052317093926""","""16160352""",Twitter for iPad,Claire McCaskill,http://www.twitter.com/clairecmc,"Former bunch of stuff including Senator from Missouri, currently @NBCNews and @MSNBC analyst, professional grandmother.",795524,276,14-Apr-23,3:54 PM,Missouri,,88881,3907,178,593,593,3907,178,TRUE,
840,3-Jun-23,09:40PM, //twitter.com/piper4missouri/statuses/1665171664739418113,What an great night for a banned book auction with the Crawford County Democrats. My friend got this picture and I have to share it to feed my trolls 🫢   /GnlfuGtdHG,@piper4missouri,United States,English,105578,4416,976.6,Positive,"banned book auction,friend,great night,picture",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,book",10,"""1665171664739418113""","""1332809596885405702""",Twitter for iPhone,Jess Piper, //twitter.com/piper4missouri,"Executive Director for Blue Missouri. Nominee for State Rep, ‘22. Rural mom fighting for public schools. Host of “Dirt Road Democrat”",105578,2510,3-Jun-23,9:40 PM,Missouri,,89449,4018,149,249,249,4018,149,FALSE,
852,2-Sep-23,08:31AM,http://twitter.com/piper4missouri/statuses/1697950441911242768,“Courage is a muscle. It gets stronger every time you use it.” Are you in a red state that is slipping into authoritarianism? Abortion bans? Book bans? Trans health care bans? Find your folks. Stand up. Talk back. Don’t cede any more ground.,@piper4missouri,United States,English,117670,4612,1088.45,Positive,"authoritarianism,book bans,folks,ground,muscle,trans health care",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,Book",10,"""1697950441911242768""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Former nominee for State Rep, ‘22. Rural mom fighting for public schools. Host of “Dirt Road Democrat”",117670,2753,2-Sep-23,8:31 AM,Missouri,,37955,3584,61,967,967,3584,61,FALSE,
889,27-Mar-23,08:43AM,http://twitter.com/piper4missouri/statuses/1640333641589964802,"✅”Fund the child, not the system” means they’ll take your tax dollars to fund a private system. ✅”School choice” means the schools choose their students. ✅”Parents rights” means certain parents have the right to ban books and decide curriculum.",@piper4missouri,United States,English,90927,3403,841.07,Negative,"Parents rights,School choice,books,certain parents,child,curriculum,private system,students,tax dollars",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10,"""1640333641589964802""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,Executive Director for Blue Missouri. Former Nominee for State Rep in MOHD1. Rural mom fighting for public schools. Podcaster. #DirtRoadDemocrat,90927,2251,27-Mar-23,8:43 AM,Missouri,,47079,2360,36,978,1007,2360,36,TRUE,
904,7-Apr-23,12:53PM,http://twitter.com/piper4missouri/statuses/1644382945652662272,All the bad things are happening in statehouses. Abortion bans. Book bans. Attacks on trans kids. Attacks on education. Attacks on healthcare. Guns everywhere. Focus on your state house.,@piper4missouri,United States,English,93333,3504,863.33,Negative,"Abortion bans,Attacks on healthcare,kids,statehouses",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,Book",10,"""1644382945652662272""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Nominee for State Rep, ‘22. Rural mom fighting for public schools. Podcaster. #DirtRoadDemocrat",93333,2283,7-Apr-23,12:53 PM,Missouri,,48708,2594,79,800,831,2594,79,TRUE,
1032,10-May-23,07:37PM,http://twitter.com/NathanMackBrown/statuses/1656443429222481920," @DanielMillerEsq: ""If you're banning books, it's only a matter of time before you're burning them."" ; 90 years ago TODAY, on May 10th, 1933, the Nazis burned tens of thousands of books across Germany. We must FIGHT BACK against book bans. We cannot let history repeat itself.   /",@NathanMackBrown,United States,English,107400,2844,993.45,Negative,"book bans,history repeat",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books,book,bans",10,"""1656443429222481920""","""993137216309383169""",Twitter Web App,Nathan Mackenzie Brown 🔬🌎,http://www.twitter.com/NathanMackBrown,Pro-climate. Pro-democracy. Political Strategist tweeting to stop the MAGA Christian Taliban from destroying our future 🛑,107400,538,10-May-23,7:37 PM,Missouri,,157206,2032,64,748,748,2032,64,TRUE, //twitter.com/DanielMillerEsq/statuses/1656260246162100224
1188,10-Aug-23,11:46AM,http://twitter.com/FPWellman/statuses/1689664426079555584," @Sky_Lee_1: Outrageous BS. @RepBoebert consistently and regularly votes against bills to help veterans and military members. She can put out videos all day but actions speak louder than words. Her actions are NO's and book bans. Disgusting propagandist and fraud. ; You’re a LIAR @RepBoebert, you categorically vote AGAINST Veterans it’s in the receipts. We are not your political pawns and won’t be used for you campaigning purposes as you stand firm in not taking care of Veterans.   /okArhWNUlM",@FPWellman,United States,English,311700,3128,2883.22,Negative,"actions,book bans,disgusting propagandist,firm,fraud,liar,military members,out videos,outrageous bs,political pawns,purposes,receipts,veterans,votes against bills,words",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10,"""1689664426079555584""","""42518865""",Twitter Web App,Fred Wellman,http://www.twitter.com/FPWellman,Democracy advocate. Army combat veteran. Host of @OnDemocracyPod on @MeidasTouch and Substack. National Chairman Forgotten Democrats. Old @odesza fan,311700,5365,10-Aug-23,11:46 AM,Missouri,St. Louis,40553,2242,9,859,877,2242,9,FALSE, //twitter.com/Sky_Lee_1/statuses/1689662227920351232
1236,20-Dec-22,08:33AM,http://twitter.com/FPWellman/statuses/1605194624817061895, @JuddLegum: TL:DR She’s a racist. ; 1. This high school English teacher is trying to ban 150 books from school libraries in Florida I talked to her to find out why Buckle up This one gets a bit wild 🧵   /2A1laDlxh4,@FPWellman,United States,English,287956,2583,2663.59,Negative,"books,high school English teacher,racist,school libraries,up This one",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10,"""1605194624817061895""","""42518865""",Twitter for iPhone,Fred Wellman,http://www.twitter.com/FPWellman,Pro-Democracy advocate. Political consultant. Army combat veteran. Host of @OnDemocracyPod. Cofounder @beerhallproject. Senior advisor @voterstomorrow.,287956,5170,20-Dec-22,8:33 AM,Missouri,St. Louis,,2039,133,,411,2039,133,TRUE, //twitter.com/JuddLegum/statuses/1605188994203062274
1277,26-Aug-23,09:51PM,http://twitter.com/MrGee54/statuses/1695615075900325923," @AfricanArchives: This is why they wanna close all these libraries and ban books. They don't want us to know the truth about our people and their treatment. We built this mutha fucka. ; James Hemings, brother to Sally Hemings was the first American to train as a chef in France. He was enslaved by Thomas Jefferson at 8. The Chef de cuisine is the reason macaroni and cheese made it to America. A THREAD!   /STr1naJ5Tx",@MrGee54,United States,English,26747,2896,247.41,Negative,"chef de cuisine,first american,libraries and ban books,mutha fucka,reason macaroni and cheese,thread,treatment,truth",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",9,"""1695615075900325923""","""21223926""",Twitter for Android,Head Broke Boi Will,http://www.twitter.com/MrGee54,Kinda handsome. Kinda Funny. Your favorite Aunt's favorite #RollTide #Lakers #STLCardinals,26747,12341,26-Aug-23,9:51 PM,Missouri,St. Louis,215474,2342,15,532,539,2342,15,FALSE, //twitter.com/AfricanArchives/statuses/1695473158743044327
1380,18-Sep-23,08:10AM,http://twitter.com/piper4missouri/statuses/1703743352137556395,"The MO GOP has held a supermajority for 20 years. What’s their legacy? Struggling towns, crumbling roads, 4-day school weeks, hospital closures, abortion bans, trans healthcare bans, and book bans. What are they doing instead of governing? Burning the “woke agenda” in effigy…   /coBpOwjNt6",@piper4missouri,United States,English,118651,2668,1097.52,Negative,"abortion,agenda,book bans,hospital closures,legacy,roads,supermajority,towns,trans healthcare",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,book",10,"""1703743352137556395""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Former nominee for State Rep, ‘22. Rural mom fighting for public schools. Host of “Dirt Road Democrat”",118651,2800,18-Sep-23,8:10 AM,Missouri,,62263,1842,110,679,716,1842,110,FALSE,
1399,11-Apr-23,08:52AM,http://twitter.com/piper4missouri/statuses/1645771760732721153," @SawyerHackett: When faced with desegregating schools, some Virginia schools closed for years rather than accept Black children. When faced with desegregating swimming pools, mobs attacked Black swimmers and some cities filled in the pools with concrete. Anyway, I was reminded of both 👇🏻 ; Wow. Two weeks ago a judge ordered the public library in Llano County, TX to return books banned by conservative activists. Now, this week county officials will meet to discuss eliminating the library entirely. More from @serrano_alej:   /kW8l2sodzJ   /uUlXgyEUrX",@piper4missouri,United States,English,93878,2005,868.37,Negative,"Black children,Black swimmers,TX to return,books,cities,conservative activists,judge,mobs,public library,schools",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",10,"""1645771760732721153""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Nominee for State Rep, ‘22. Rural mom fighting for public schools. Podcaster. #DirtRoadDemocrat",93878,2311,11-Apr-23,8:52 AM,Missouri,,70893,1340,42,600,623,1340,42,TRUE, //twitter.com/SawyerHackett/statuses/1645554493193428997
1428,7-Jun-23,12:58PM,http://twitter.com/piper4missouri/statuses/1666489730085576713,"Trans kids, because your roads are crumbling. CRT, because your hospital closed. Book bans, because your defunded schools is only open 4 days a week. Target bathing suits, because you don’t have bodily autonomy. That was confusing, right? It supposed to be…it’s all a diversion",@piper4missouri,United States,English,107507,2152,994.44,Negative,"Target bathing suits,Trans kids,bodily autonomy,defunded schools,hospital,roads",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,bans",10,"""1666489730085576713""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Nominee for State Rep, ‘22. Rural mom fighting for public schools. Host of “Dirt Road Democrat”",107507,2523,7-Jun-23,12:58 PM,Missouri,,35748,1683,50,419,419,1683,50,TRUE,
1431,18-May-23,07:21PM,http://twitter.com/LiftForever67/statuses/1659338542055833601,"Librarians will face years of imprisonment & tens of thousands in fines for providing banned books to ""minors"" under new Republican laws. Seven states so far... Banned books equal prison time. #BannedBooks #BookTwitter #RepublicansAreTheProblem   /2ts8VZUYzh",@LiftForever67,United States,English,34122,1727,315.63,Negative,"books,minors,new Republican laws,tens of thousands in fines",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books,Banned",8,"""1659338542055833601""","""933784102834020352""",Twitter Web App,Jeffrey Ⓥ,http://www.twitter.com/LiftForever67,"🌊🌈💞🌎🐾🌲🌱🏋️‍♂️🚴‍♂️ Always left coast. Critter loving, tree growing vegan. #Resistance #Equality #Climate #AnimalRights #Vegan #Workout",34122,34206,18-May-23,7:21 PM,Missouri,Pacific,38333,693,351,683,683,693,351,TRUE,
1560,18-Apr-23,08:09AM,http://twitter.com/piper4missouri/statuses/1648297727158104073,"Missouri Republicans have stripped us of life, liberty, and the pursuit of happiness. Instead we get abortion and book bans. We get defunded roads and schools. We get constant attacks on our LGBTQ friends. We have lost our natural rights in Missouri. They replaced them with guns.",@piper4missouri,United States,English,95697,1897,885.2,Negative,"LGBTQ friends,abortion and book bans,constant attacks,guns,liberty,life,natural rights,pursuit of happiness,roads and schools",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10,"""1648297727158104073""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Nominee for State Rep, ‘22. Rural mom fighting for public schools. Podcaster. #DirtRoadDemocrat",95697,2341,18-Apr-23,8:09 AM,Missouri,,25845,1370,81,446,446,1370,81,TRUE,
1561,12-Apr-23,01:39PM,http://twitter.com/piper4missouri/statuses/1646206372017586205," @RepKeriIngle: This is Representative Mazzie Boyd’s statehouse door.   /PmW0oQosUq ; HB498 by Boyd would ban theatre, movies, and Halloween costumes because she believes DRAG is inherently sexual and dangerous to children. Same Rep has a bill moving to BAN Red Flag Laws. They ban books They ban drag Kids are still in body bags #moleg",@piper4missouri,United States,English,94105,1794,870.47,Negative,"DRAG,Halloween costumes,Red Flag Laws,Same Rep,bill,body bags,movies,statehouse door,theatre",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10,"""1646206372017586205""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Nominee for State Rep, ‘22. Rural mom fighting for public schools. Podcaster. #DirtRoadDemocrat",94105,2323,12-Apr-23,1:39 PM,Missouri,,49844,1182,63,534,549,1182,63,TRUE, //twitter.com/RepKeriIngle/statuses/1646162151222984706
1628,26-Sep-23,06:10PM,http://twitter.com/LiftForever67/statuses/1706793356129636742,Texas drag shows not banned. The writers strike is ending. Book bans banned in Cali. Rupert Murdoch is done. Alabama maps rejected. Taylor Swift steps up. Biden loves unions. Trump Org is over. #WednesdayMotivation   /EWiTvxKbM8,@LiftForever67,United States,English,38027,2221,351.75,Negative,"taylor swift steps,unions,writers strike",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,bans,banned",8,"""1706793356129636742""","""933784102834020352""",Twitter Web App,Jeffrey Ⓥ,http://www.twitter.com/LiftForever67,"🌊🌈💞🌎🐾🌲🌱🏋️‍♂️🚴‍♂️ Always left coast. Critter loving, tree growing vegan. #Resistance #Equality #Climate #AnimalRights #Vegan #Workout",38027,38069,26-Sep-23,6:10 PM,Missouri,Pacific,20744,1666,87,468,468,1666,87,TRUE,
1661,24-Apr-23,11:41AM,http://twitter.com/piper4missouri/statuses/1650525395215581184,"I don’t talk much at all about DC politics for a reason…nothing much matters in a red state with our gerrymandered, GOP laden statehouses. They are drunk on power and defunding our schools, roads, and healthcare. They have taken away our bodily autonomy and banned our books.",@piper4missouri,United States,English,98737,1863,913.32,Negative,"DC politics,GOP laden statehouses,bodily autonomy,books,healthcare,power,reason,roads,schools",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",10,"""1650525395215581184""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Nominee for State Rep, ‘22. Rural mom fighting for public schools. Podcaster. #DirtRoadDemocrat",98737,2365,24-Apr-23,11:41 AM,Missouri,,35018,1533,24,297,306,1533,24,FALSE,
1674,17-Jul-23,07:15PM,http://twitter.com/gatewaypundit/statuses/1681080210685411329,Barack Obama – Who Pushed for Sex Education in Kindergarten – Is Very Sad Porn Books for Children are Being Banned in Several US Schools   /FBwwudMW4h,@gatewaypundit,United States,English,579846,2149,5363.58,Negative,Very Sad Porn Books,(book OR books) NEAR (ban OR banned OR banning OR ban,"Books,Banned",10,"""1681080210685411329""","""19211550""",IFTTT,The Gateway Pundit,http://www.twitter.com/gatewaypundit,Official Twitter account of The Gateway Pundit | Send tips to tips@thegatewaypundit.com,579846,1809,17-Jul-23,7:15 PM,Missouri,St. Louis,43974,1230,140,779,779,1230,140,TRUE,
1703,25-Mar-23,01:16PM,http://twitter.com/piper4missouri/statuses/1639677612019646467," @DougRicheyMO: Cody Smith zeroed out the budget for Missouri libraries because he’s pissed librarians stood up to book bans. He also cut the childcare budget saying we are “awash in funds.” Respect? Nah… ; Tremendous respect for @cody4mo…The amount of time and focus he commits to shepherding MO’s budget is known by very few. Mo taxpayers are well served by his hawkish budget eye…Here he is at nearly 1am, following over 12 hours of budget mark-up.   /yI7X6eeShR",@piper4missouri,United States,English,90812,1658,840.01,Negative,"MO’s budget,Tremendous respect,bans,childcare budget,funds,hawkish budget eye,out the budget,pissed librarians,taxpayers",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10,"""1639677612019646467""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,Executive Director for Blue Missouri. Former Nominee for State Rep in MOHD1. Rural mom fighting for public schools. Podcaster. #DirtRoadDemocrat,90812,2246,25-Mar-23,1:16 PM,Missouri,,42727,1176,31,451,451,1176,31,TRUE, //twitter.com/DougRicheyMO/statuses/1639659968365207555
1710,9-Jun-23,09:24AM,http://twitter.com/gatewaypundit/statuses/1667160792817442818,PURE EVIL: Joe Biden Creates New LGBT Coordinator to “Address the Growing Threat” that Book Bans of Porn Books in Schools Poses on Society   /16gNXFdzdA,@gatewaypundit,United States,English,555888,1457,5141.96,Negative,,(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,Bans,Books",10,"""1667160792817442818""","""19211550""",IFTTT,The Gateway Pundit,http://www.twitter.com/gatewaypundit,Official Twitter account of The Gateway Pundit | Send tips at tips@thegatewaypundit.com,555888,1777,9-Jun-23,9:24 AM,Missouri,St. Louis,32654,772,44,641,641,772,44,TRUE,
1737,8-Nov-23,08:49AM,http://twitter.com/piper4missouri/statuses/1722250094609920326,Restoring abortion access is popular. Book bans are not. Polls are trash when you don’t consider ballot issues.,@piper4missouri,United States,English,121555,2042,1124.38,Positive,"abortion access,ballot issues,book bans",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,bans",10,"""1722250094609920326""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director, Blue Missouri. Former teacher. Former Democratic nominee for State Rep. Host of “Dirt Road Democrat” podcast.",121555,2955,8-Nov-23,8:49 AM,Missouri,,14194,1785,20,237,237,1785,20,FALSE,
1767,21-Jun-23,02:16PM,http://twitter.com/piper4missouri/statuses/1671582962096250880,"66 Missouri State Rep candidates didn’t even have a job interview before they started writing bills to take away bodily autonomy, ban books and curriculum, and defund our public schools. We fight back by being present in 163 districts. Join the movement!   /L2Oh16Yran",@piper4missouri,United States,English,109077,1651,1008.96,Negative,"away bodily autonomy,ban books and curriculum,bills to take,districts,job interview,movement,present,public schools",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10,"""1671582962096250880""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Nominee for State Rep, ‘22. Rural mom fighting for public schools. Host of “Dirt Road Democrat”",109077,2562,21-Jun-23,2:16 PM,Missouri,,15600,1284,17,350,350,1284,17,FALSE,
1816,3-Sep-23,04:48PM,http://twitter.com/piper4missouri/statuses/1698437946003554549," @lesliejones4mo: Follow this AMAZING MO candidate. She has less than 100 followers. Can we get her to 1000 tonight? ; 40% of MO state races went uncontested last year. We gave these seats away to republicans who are stripping people of their healthcare rights, banning books, voting to defund our libraries and making our state less safe with the erosion of common sense gun safety laws   /xcE0oxY5KI",@piper4missouri,United States,English,117865,1931,1090.25,Positive,"amazing mo candidate,books,common sense gun safety laws,healthcare rights,less than 100 followers,libraries,seats,tonight",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10,"""1698437946003554549""","""1332809596885405702""",Twitter for iPhone,Jess Piper,http://www.twitter.com/piper4missouri,"Executive Director for Blue Missouri. Former nominee for State Rep, ‘22. Rural mom fighting for public schools. Host of “Dirt Road Democrat”",117865,2758,3-Sep-23,4:48 PM,Missouri,,51035,1252,55,624,624,1252,55,FALSE, //twitter.com/lesliejones4mo/statuses/1692975154945528295
1950,27-Mar-23,02:09PM,http://twitter.com/ScottyBonner/statuses/1640415825336184832,"The argument for not banning guns is that gun banning for individual ownership is prohibited by the 2nd amendment. Thing is, book banning at libraries is prohibited by the 1st amendment, & case law is much firmer than the individual right to bear arms SCOTUS found 15 yrs ago.   /ikmQikpe40",@ScottyBonner,United States,English,2811,1395,26,Negative,"amendment,argument,book,guns,individual ownership,libraries",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",7,"""1640415825336184832""","""14280826""",Twitter Web App,Scott Bonner,http://www.twitter.com/ScottyBonner,"Personal acct. Views are my own, NOT my employer - obviously. Libraries don't opine on govt corruption, share geekery, or babble about a director's day.",2811,655,27-Mar-23,2:09 PM,Missouri,St. Louis,60135,978,44,360,373,978,44,FALSE,
1968,31-Jul-23,10:16PM,http://twitter.com/FPWellman/statuses/1686199306930319360,"@USRepGaryPalmer You assholes just packed the NDAA with book bans, anti-DEI, anti-abortion, and transphobic political garbage. Cry more. You did this.",@FPWellman,United States,English,310857,1752,2875.43,Negative,"NDAA with book,anti-abortion,political garbage",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10,"""1686199306930319360""","""42518865""",Twitter for iPhone,Fred Wellman,http://www.twitter.com/FPWellman,Democracy advocate. Army combat veteran. Host of @OnDemocracyPod on @MeidasTouch and Substack. National Chairman Forgotten Democrats. Old @odesza fan,310857,5363,31-Jul-23,10:16 PM,Missouri,St. Louis,9116,1612,8,132,132,1612,8,FALSE,http://twitter.com/USRepGaryPalmer/statuses/1686133125246578688
1991,15-Apr-23,11:46AM,http://twitter.com/clairecmc/statuses/1647265238448844801, @MSNBC: Good job @PeterforMO (he was also the one who pointed out that Sen Mike Moon voted to allow 12 year olds to marry in MO). Thanks for standing strong for the majority of Missourians. ; “It’s straight out of a dystopian novel.” Missouri State Rep. Peter Merideth blasts GOP lawmakers for their new efforts to defund libraries after pushback over book bans.   /iuXx4Cvalo   /MYJmlHviMw,@clairecmc,United States,English,795644,1457,7359.71,Positive,"bans,dystopian novel,libraries after pushback over book,new efforts",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10,"""1647265238448844801""","""16160352""",Twitter for iPad,Claire McCaskill,http://www.twitter.com/clairecmc,"Former bunch of stuff including Senator from Missouri, currently @NBCNews and @MSNBC analyst, professional grandmother.",795644,276,15-Apr-23,11:46 AM,Missouri,,45192,1146,33,272,278,1146,33,TRUE, //twitter.com/MSNBC/statuses/1647259315403730944
2068,23-Oct-23,08:56AM, //twitter.com/FPWellman/statuses/1716438358212141436," @integrity4kids: This was the inevitable next step. Spread hate and intimidation to ban what you want then profit when the cowards all surrender to your smear campaigns.   /8taifKbNgw ; Remember when I said book banning Moms for Liberty are always on the grift? Shock and awe this morning when they uploaded their 16 page manifesto about the evils of the Scholastic Book Fair. The evil is lgbtq people, if you missed that part. But no worries, Brave Books is here to save the day. You can read the whole thing here:   /TInEdIc4bC",@fpwellman,United States,English,314757,1662,2911.5,Positive,"book,cowards,evil,grift,inevitable next step,intimidation to ban,morning,page manifesto,profit,smear campaigns,surrender",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10,"""1716438358212141436""","""42518865""",,Fred Wellman, //twitter.com/FPWellman,Democracy advocate. Army combat veteran. Host of @OnDemocracyPod on @MeidasTouch and Substack. National Chairman Forgotten Democrats. Old @odesza fan,314757,5395,23-Oct-23,8:56 AM,Missouri,St. Louis,55566,1176,26,460,460,1176,26,FALSE, //twitter.com/integrity4kids/statuses/1716428564382302220
2138,20-May-23,02:42PM, //twitter.com/LiftForever67/statuses/1659992979971649536," @NoLieWithBTC: First, they ban the books. Then, they make some laws. Then, they discriminate loudly. Then, they take action... ; Christian pastor Jason Graber just called for the execution of all LGBTQ people as well as the parents of transgender people: “They just need to be shot in the back of the head and then we can string them up above a bridge.”   /FPLYZEwonP",@liftforever67,United States,English,34197,1261,316.32,Negative,"action,books,laws",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",8,"""1659992979971649536""","""933784102834020352""",Twitter Web App,Jeffrey Ⓥ, //twitter.com/LiftForever67,"🌊🌈💞🌎🐾🌲🌱🏋️‍♂️🚴‍♂️ Always left coast. Critter loving, tree growing vegan. #Resistance #Equality #Climate #AnimalRights #Vegan #Workout",34197,34279,20-May-23,2:42 PM,Missouri,Pacific,60000,738,216,307,307,738,216,TRUE, //twitter.com/NoLieWithBTC/statuses/1659985894349078528
2544,10-Sep-23,10:54PM,http://twitter.com/melissacorey/statuses/1701066771094986836,My child is reading an age-appropriate supernatural book. She let us know it’s a bit scary for her. The right way to handle that? Return it to the library and find a new book. The wrong way to handle that? Push for the book to be banned or censored. See how easy that is?,@melissacorey,United States,English,3838,1289,35.5,Negative,"appropriate supernatural book,child,new book,wrong way",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banned",7,"""1701066771094986836""","""50455015""",Twitter for iPhone,Melissa Corey 📖✨ | IG @melissacorey,http://www.twitter.com/melissacorey,@MASLOnline Past President | SLJ #SchoolLibOTY Finalist 2023 | MS Library Media Specialist in MO | Book Lists | Sketch Notes | MG/YA Lit | Designer at Heart ❤️,3838,2698,10-Sep-23,10:54 PM,Missouri,Saint Joseph,23349,1162,10,117,117,1162,10,FALSE,
2573,23-Jan-23,11:09AM,http://twitter.com/ScottLinnen/statuses/1617555095838724097,Books are being banned. This one by @JYSexton explains why this is happening. And what we can do about it. It’s a warning and a balm.   /VbnxO7ZfsY,@ScottLinnen,United States,English,17473,968,161.63,Negative,warning,(book OR books) NEAR (ban OR banned OR banning OR ban,"Books,banned",8,"""1617555095838724097""","""21802508""",Twitter for iPhone,scott linnen,http://www.twitter.com/ScottLinnen,Hamburger Helper. Because a severed hand told me to.,17473,2119,23-Jan-23,11:09 AM,Missouri,Herculaneum,106210,647,19,297,302,647,19,FALSE,
2600,16-Feb-23,10:34AM,http://twitter.com/gatewaypundit/statuses/1626243557672599556,"Marjorie Taylor Greene, Cory Mills, and George Santos Co-Sponsor Bill to Ban Sexually Explicit Books From Schools   /MN0p7KIvYn",@gatewaypundit,United States,English,468124,1041,4330.15,Neutral,Sexually Explicit Books,(book OR books) NEAR (ban OR banned OR banning OR ban,"Ban,Books",10,"""1626243557672599556""","""19211550""",IFTTT,The Gateway Pundit,http://www.twitter.com/gatewaypundit,Where Hope Finally Made a Comeback,468124,1612,16-Feb-23,10:34 AM,Missouri,St. Louis,17165,788,39,214,214,788,39,TRUE,
2754,24-Sep-23,08:27PM,http://twitter.com/LiftForever67/statuses/1706103107913171115,@NoLieWithBTC Millennials of voting age outnumber the living Baby Boomers. Add Generation Z. Young people know. Republicans are worried. See you at the ballot box. Women's Rights LGBTQ Equality Climate Change Firearm Control Taxing The Rich Book Banning Voting Rights HealthCare Unions,@LiftForever67,United States,English,37968,1169,351.2,Negative,,(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,Banning",8,"""1706103107913171115""","""933784102834020352""",Twitter Web App,Jeffrey Ⓥ,http://www.twitter.com/LiftForever67,"🌊🌈💞🌎🐾🌲🌱🏋️‍♂️🚴‍♂️ Always left coast. Critter loving, tree growing vegan. #Resistance #Equality #Climate #AnimalRights #Vegan #Workout",37968,38012,24-Sep-23,8:27 PM,Missouri,Pacific,20079,937,40,192,192,937,40,TRUE,http://twitter.com/NoLieWithBTC/statuses/1706099138201256428
