index,Date,URL,Tweet,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
10377,27-Nov-2022 01:18PM,http://twitter.com/Jasmine_Keith1/statuses/1596931588281233409,@adamcarolla Them: conservatives want to: - ban books; false. Buy it yourself - limit speech; false. We’re the ones that have been censored for 3 yrs - live in fear of gun violence; false. Fix our mental health crisis - take away your healthcare decisions; false. Don’t force a vaccine on me,@Jasmine_Keith1,United States,English,7557.0,211,69.9,Negative,"ban books,fear of gun,healthcare decisions,limit speech,mental health crisis,vaccine,violence",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",8.0,"""1596931588281233409""","""331150952""",Twitter for iPhone,Jasmine Keith,http://www.twitter.com/Jasmine_Keith1,41 year old mom of boys. Identifies as gen x. Fluent in sarcasm. Enthusiastic about wine. I make a lot of typos.,7557.0,1796.0,27-Nov-22,1:18 PM,Washington,,,183,4,,24,183,4,False,http://twitter.com/adamcarolla/statuses/1596929147204300801
10385,21-Aug-2023 02:52PM,http://twitter.com/BradMossEsq/statuses/1693697575092711600,The same folks banning books left and right are upset that an audio platform aimed at little kids isn’t going to play a highly sexual Queen song. Groomers say what?,@BradMossEsq,United States,English,208372.0,234,1927.44,Negative,"audio platform,books,highly sexual queen song,little kids,same folks",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1693697575092711600""","""373522445""",Twitter for iPhone,Bradley P. Moss,http://www.twitter.com/BradMossEsq,"My legal work constitutes “expressive” and “original, customized” creations. Twitter addict. #NeverTwitterBlue. I talk on TV sometimes. Same handle elsewhere.",208372.0,891.0,21-Aug-23,2:52 PM,"Washington, D.C.","Washington, D.C.",10801.0,198,4,32.0,32,198,4,False,
10392,17-Jun-2023 03:38PM,http://twitter.com/guypbenson/statuses/1670154049495212033," @mattdizwhitlock: is it very strange, at this point, though? ; Very strange to see Virginia Democrats fear-monger about fake “book bans” to attack a law that simply informs parents of any sexually explicit material in the classroom.",@guypbenson,United States,English,349168.0,211,3229.8,Negative,"book,classroom,parents,point,sexually explicit material",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1670154049495212033""","""16193222""",Twitter for iPhone,Guy Benson,http://www.twitter.com/guypbenson,@FoxNews | @townhallcom | @GuyBensonShow | @PremiereSpeaker | @NorthwesternU alum. 🇺🇸,349168.0,705.0,17-Jun-23,3:38 PM,"Washington, D.C.","Washington, D.C.",19052.0,177,11,23.0,23,177,11,False, //twitter.com/mattdizwhitlock/statuses/1669786385035698190
10412,05-Feb-2023 10:30AM, //twitter.com/DougCongress/statuses/1622256373861093376,"Return civics to schools. If our kids do not understand the how and why our government works how can they rebel against book banning, patriotism classes and voter suppression. Government is not a business or your boss where quitting is the way out. Government is everyone of us!",@dougcongress,United States,English,1809.0,187,16.73,Negative,"Return civics to schools,book,boss,government,kids,patriotism classes and voter suppression,rebel",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",6.0,"""1622256373861093376""","""1455946314655559682""",Twitter for iPhone,Doug White, //twitter.com/DougCongress,I ran for the US House of Representatives for Washington State's 4th Congressional District and I learned a lot!,1809.0,213.0,5-Feb-23,10:30 AM,Washington,,,133,7,,47,133,7,True,
10431,05-Oct-2023 11:32PM,http://twitter.com/thereidout/statuses/1710135808642982294,".@nikkigrimes9, whose work appears on ban lists, on fighting the book bans and challenges on the rise: ""We write these books in order to help readers understand that they are not all alone in the world. To plant seeds of empathy and compassion."" More:   /xKol1zRUch   /ZJiK2l0xDj",@thereidout,United States,English,590448.0,233,5461.64,Positive,"ban lists,book,books in order,challenges,readers,rise,seeds of empathy,work",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1710135808642982294""","""205864193""",SocialFlow,The ReidOut,http://www.twitter.com/thereidout,#TheReidOut with @JoyAnnReid airs weeknights at 7 pm ET on @MSNBC. Watch top show clips at   /8fmfDP1V27. Read our #ReidOutBlog:   /sHiNubY7Bi. #reiders,590448.0,2545.0,5-Oct-23,11:32 PM,Washington,,27469.0,147,27,58.0,58,148,27,True,
10439,14-Jun-2023 05:10PM, //twitter.com/WajahatAli/statuses/1669089967857975297,"To Fight Book Bans, Illinois Passes a Ban on Book Bans   /USUN13MfRi",@wajahatali,United States,English,322748.0,204,2985.42,Neutral,,(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,Bans,Ban",10.0,"""1669089967857975297""","""21733692""",Twitter Web App,Wajahat Ali, //twitter.com/WajahatAli,"Author of GO BACK TO WHERE YOU CAME FROM; Columnist for @thedailybeast, @Medium, @MSNBCDaily; Co-host Democracy-Ish Podcast. wajahatmali@protonmail.com",322748.0,1956.0,14-Jun-23,5:10 PM,"Washington, D.C.",,7656.0,172,3,27.0,29,172,3,False,
10460,22-Feb-2023 11:23AM,http://twitter.com/JuddLegum/statuses/1628430290455523331,Over 300 PICTURE BOOKS were banned from schools last year   /UO4cSWmu9u,@JuddLegum,United States,English,553461.0,174,5119.51,Negative,"PICTURE BOOKS,schools",(book OR books) NEAR (ban OR banned OR banning OR ban,"BOOKS,banned",10.0,"""1628430290455523331""","""15464697""",TweetDeck,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. judd@popular.info | Signal/Text: 202-599-7124 | DMs open",553461.0,1338.0,22-Feb-23,11:23 AM,"Washington, D.C.","Washington, D.C.",19767.0,109,6,59.0,59,109,6,True,
10522,01-Jun-2023 08:49PM,http://twitter.com/ItsDanaWhite/statuses/1664433920417431552,"Children will continue to naturally come to understand themselves as gay, queer, transgender, etc. Banning books, drag queens, rainbows, whatever won’t change that. And they’ll either come into a world they can thrive in or they won’t. That’s currently being decided all around us",@ItsDanaWhite,United States,English,55390.0,184,512.36,Neutral,"books,queens,rainbows,world",(book OR books) NEAR (ban OR banned OR banning OR ban,"Banning,books",9.0,"""1664433920417431552""","""557483649""",Twitter for iPhone,Dana White,http://www.twitter.com/ItsDanaWhite,"Writer, Speaker, Facilitator | Senior Program Officer @truecolorsunite | They / Them",55390.0,7273.0,1-Jun-23,8:49 PM,"Washington, D.C.","Washington, D.C.",3672.0,137,0,47.0,47,137,0,True,http://twitter.com/ItsDanaWhite/statuses/1664424904966406148
10537,24-Mar-2023 08:47AM,http://twitter.com/mmfa/statuses/1639247464313102339,Former SNL cast member and conspiracy theorist Victoria Jackson is teaming up with Moms for Liberty to ban books   /CkAAXZ488W,@mmfa,United States,English,454052.0,178,4199.98,Neutral,books,(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1639247464313102339""","""13493302""",TweetDeck Web App,Media Matters,http://www.twitter.com/mmfa,"Media Matters for America is the nation's premier progressive media watchdog. Cited as a trusted source of information by Fox News' ""Brain Room""",454052.0,2439.0,24-Mar-23,8:47 AM,"Washington, D.C.","Washington, D.C.",57252.0,86,39,37.0,53,86,39,True,
10585,25-Jan-2023 11:42AM,http://twitter.com/JasonSCampbell/statuses/1618288334341812224,"Ben Shapiro says ""the Founders would've been fine"" with banning books from the classroom   /DPnJMSkQ1D",@JasonSCampbell,United States,English,45241.0,196,418.48,Neutral,"books,classroom",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",9.0,"""1618288334341812224""","""325716763""",Twitter Web App,Jason Campbell,http://www.twitter.com/JasonSCampbell,Senior Researcher @mmfa (tweets are my own) | Recovering Philosopher | An “evil piece of garbage” - Ben Shapiro,45241.0,1209.0,25-Jan-23,11:42 AM,"Washington, D.C.","Washington, D.C.",26191.0,97,65,18.0,34,97,65,True,
10589,26-Dec-2022 11:43PM,http://twitter.com/WajahatAli/statuses/1607598081712979968," @shearsconnaught: Nah, I don't have that right-wing money. I don't advocate banning books, taking away women's rights, or promoting a coup. ; @WajahatAli @SouthwestAir I thought with all that race-hustling dosh you’re raking in you’d be flying by private jet.",@WajahatAli,United States,English,322419.0,221,2982.38,Negative,"books,coup,private jet,race,wing money,women's rights",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1607598081712979968""","""21733692""",Twitter Web App,Wajahat Ali,http://www.twitter.com/WajahatAli,"wajahatmali@protonmail.com, instawajahat (Instagram), @WajAli@Mastodon.world, /WajAli (Facebook).",322419.0,1923.0,26-Dec-22,11:43 PM,"Washington, D.C.",,,204,8,,9,204,8,True, //twitter.com/shearsconnaught/statuses/1607595739596705796
10651,03-May-2023 04:13PM, //twitter.com/politico/statuses/1653855387274158084,Illinois closes the book on book bans   /MSbwo7xr1z,@politico,United States,English,4631539.0,187,42841.74,Neutral,book on book,(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1653855387274158084""","""9300262""",Hootsuite Inc.,POLITICO, //twitter.com/politico,Politics. Policy. Power. Congress nerds 👉 @politicongress Longreads and opinions 👉 @politicomag Got a news tip? 👉 http://politi.co/2LcOtt5,4631539.0,1196.0,3-May-23,4:13 PM,Washington,,48994.0,137,9,41.0,41,137,9,True,
10663,05-Mar-2023 06:42PM, //twitter.com/neontaster/statuses/1632527006834327556," @tomselliott: If the totality of your historical comparison is to vaguely point to some fascist figure from history ""because this is also fascism,"" you aren't analyzing. You're just insulting. At least he didn't compare him to Genghis Khan like Molly Jong Fast. ; MSNBC’s @BeschlossDC: “[@GovRonDeSantis] really has tried to turn him self into sort of a local Mussolini in Fla. What w/ the book banning, the brutal tactics, & … the suggestion that bloggers have to register w/ the state … This is fascism & authoritarianism”   /Wz8fem6Bf9",@neontaster,United States,English,174580.0,203,1614.87,Negative,"fascism,historical comparison,point,totality",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1632527006834327556""","""19217369""",Twitter Web App,Noam Blum, //twitter.com/neontaster,The neontaster || Cohost of the @ambXover podcast and of All Crossed Out on @getcallin || also see @neon2ster ||,174580.0,1014.0,5-Mar-23,6:42 PM,"Washington, D.C.","Washington, D.C.",30238.0,160,18,24.0,25,160,18,True, //twitter.com/tomselliott/statuses/1632503331695329282
10675,28-Nov-2022 10:09AM,http://twitter.com/BrynnTannehill/statuses/1597246359731859458," @SecularStudents: Ah yes, the party of ""Free Speech"" banning 3000 books because one of them said that it was okay to question religious dogma.   /JQBQuNVvDt ; A school district in Oklahoma removed 3,000 titles after an angry parent complained about ‘pornography.’   /lRdFkTwfxI",@BrynnTannehill,United States,English,91256.0,183,844.12,Negative,"Free Speech,angry parent,books,party,religious dogma,school district,titles",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1597246359731859458""","""877981025921638401""",Twitter Web App,Brynn Tannehill,http://www.twitter.com/BrynnTannehill,Author of three books. Former naval aviator. Spouse. Parent. Harbinger of doom. Personal account; views here are mine alone. @BrynnTannehill74@newsie.social,91256.0,1259.0,28-Nov-22,10:09 AM,"Washington, D.C.","Washington, D.C.",,137,1,,45,137,1,False, //twitter.com/SecularStudents/statuses/1597244422772514816
10677,03-Nov-2023 07:05PM,http://twitter.com/mkhammer/statuses/1720578009206243373, @sunnyright: SO STRANGE. ; Sometimes @washingtonpost can find the phrase “book ban” and sometimes it resorts to euphemisms like “protect students from a book” Guess when they use each   /0Ky1aVJBVc,@mkhammer,United States,English,311840.0,227,2884.52,Negative,"book ban,phrase,resorts,students",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,ban",10.0,"""1720578009206243373""","""4923811""",Twitter for iPhone,Mary Katharine Ham,http://www.twitter.com/mkhammer,"Host of ""Getting Hammered"" pod. Immune to Mom-shaming, mobs. DGD. Author, “End of Discussion,” I disagree w people for a living, am stunning & brave.",311840.0,6558.0,3-Nov-23,7:05 PM,Washington,,25574.0,197,3,27.0,27,197,3,True, //twitter.com/sunnyright/statuses/1720513517239804012
10682,06-Sep-2023 12:15PM,http://twitter.com/PramilaJayapal/statuses/1699456196686627045,"If Republicans really cared about our kids this back-to-school season, they’d address gun violence and invest in universal childcare and pre-k. Instead, they’re inciting violence against trans kids, banning books, and stifling educators’ voices. Enough.",@PramilaJayapal,United States,English,251640.0,227,2327.67,Negative,"books,educators,kids,school season,universal childcare,voices",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1699456196686627045""","""193441812""",Sprout Social,Pramila Jayapal,http://www.twitter.com/PramilaJayapal,"Congressmember for WA-07 and lifelong organizer for immigrant, civil, and human rights. Progressive Caucus Chair. Bold, unafraid, and a proud mom. She/her.",251640.0,8584.0,6-Sep-23,12:15 PM,Washington,Seattle,5518.0,134,58,35.0,35,134,58,False,
10690,23-Jun-2023 09:39AM,http://twitter.com/wyattreed13/statuses/1672237961922899970, @zerohedge: Wonder where he got that idea? ; Zelensky Signs Bill Banning Russian Books   /FdZ3gOhYxL,@wyattreed13,United States,English,77586.0,192,717.67,Neutral,idea,(book OR books) NEAR (ban OR banned OR banning OR ban,"Banning,Books",10.0,"""1672237961922899970""","""908943769981956097""",Twitter for iPhone,Wyatt Reed,http://www.twitter.com/wyattreed13,Correspondent covering the end of empire  //cash.app/$wyattreed1 |  //t.me/wyattreed13,77586.0,1489.0,23-Jun-23,9:39 AM,"Washington, D.C.","Washington, D.C.",7222.0,146,11,35.0,35,146,11,True, //twitter.com/zerohedge/statuses/1672133671195750402
10700,25-Apr-2023 04:33PM,http://twitter.com/presidentbeb/statuses/1650961160638722072," @DailyCaller: Karine is gaslighting America. I have been openly gay my entire political life: ➡️ When I was elected president of the LSU CRs. ➡️ When I was elected chairman of the Louisiana CRs. ➡️ When I was named communications & political director of the @LAGOP ➡️ When I was a policy… ; JEAN-PIERRE: ""LBGTQI+ Community continues to face relentless attacks from...Republicans across the country. From books bans to 'Don't Say Gay' laws, MAGA Extremists want to roll back the visibility and progress we fought so hard to achieve."" More unifying rhetoric from the…   /LjRVA26nub",@presidentbeb,United States,English,4108.0,198,38.0,Negative,"books,chairman,communications,country,entire political life,laws,policy,political director,president,relentless attacks,visibility and progress",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,bans",7.0,"""1650961160638722072""","""729531259756503041""",Twitter for iPhone,President Beb!,http://www.twitter.com/presidentbeb,"slightly hyperbolical, but basically serious | 🦉",4108.0,1124.0,25-Apr-23,4:33 PM,"Washington, D.C.","Washington, D.C.",44235.0,159,10,21.0,29,159,10,False, //twitter.com/DailyCaller/statuses/1650933880096956436
10740,27-Mar-2023 07:31PM,http://twitter.com/SarahDohl/statuses/1640496741022593028,.@RepMolinaroNY19 had plenty to say on a bill to ban books & further drive a wedge btwn parents & teachers (& do absolutely nothing about what parents are actually concerned about in schools). But he couldn't be bothered to acknowledge a mass shooting at an elementary school.,@SarahDohl,United States,English,2761.0,186,25.54,Negative,"bill,books,elementary school,further drive,mass shooting,teachers",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",6.0,"""1640496741022593028""","""153965542""",Twitter Web App,Sarah Dohl,http://www.twitter.com/SarahDohl,"Alden's mom. Storyteller. Co-founder, Chief Campaigns Officer @IndivisibleTeam. Also, on Mastodon: @sarahdohl@masto.ai",2761.0,2602.0,27-Mar-23,7:31 PM,Washington,,3757.0,144,2,39.0,40,144,2,True,http://twitter.com/SarahDohl/statuses/1640496739294535683
10752,13-Nov-2023 05:18PM,http://twitter.com/DemGovs/statuses/1724189898150903883," @GovLauraKelly: While Republicans are banning books, Dem Govs are working with @DollyParton to support early childhood education and literacy. ; More than 70,000 Kansas kids have enrolled in @dollyslibrary since we expanded it statewide in July. To ensure your child will receive a free book in the mail every month from birth until their fifth birthday, sign up now.   /lnAEQPX5ty",@DemGovs,United States,English,111847.0,225,1034.58,Neutral,"child,early childhood education,fifth birthday,free book,literacy,mail",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1724189898150903883""","""38477209""",Twitter Web App,Democratic Governors,http://www.twitter.com/DemGovs,"Hey, we're the Democratic Governors Association. Electing the #DemGovs you know and love since 1983! Text DEMGOVS to 30201 to join our team.",111847.0,3309.0,13-Nov-23,5:18 PM,"Washington, D.C.","Washington, D.C.",6265.0,162,2,61.0,61,162,2,True, //twitter.com/GovLauraKelly/statuses/1723740939636834456
10756,22-Sep-2023 10:02PM,http://twitter.com/thereidout/statuses/1705402267317186832,".@Dr_CMGreer on the record number of library books banned in 2023: ""So many Republicans are doing this to distract and deflect from the fact that they're voting against people's healthcare."" #TheReidOut   /1yHvbC53aO",@thereidout,United States,English,590476.0,225,5461.9,Negative,"library books,record number",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",10.0,"""1705402267317186832""","""205864193""",Wildmoka,The ReidOut,http://www.twitter.com/thereidout,#TheReidOut with @JoyAnnReid airs weeknights at 7 pm ET on @MSNBC. Watch top show clips at   /8fmfDP1V27. Read our #ReidOutBlog:   /sHiNubY7Bi. #reiders,590476.0,2533.0,22-Sep-23,10:02 PM,Washington,,10093.0,144,21,60.0,60,144,21,True,
10758,12-Sep-2023 01:55PM,http://twitter.com/JudiciaryDems/statuses/1701655802128281912,"Book bans aren’t a new concept. In fact, the Senate Judiciary Committee held hearings investigating comic books… in 1954. But the lesson is the same: banning books is a direct attack on our freedom.   /SLWjRKXzo7",@JudiciaryDems,United States,English,80672.0,225,746.22,Negative,"books,direct attack,freedom,hearings,lesson,new concept",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,bans,banning,books",10.0,"""1701655802128281912""","""818513652814843906""",Twitter Media Studio,Senate Judiciary Committee,http://www.twitter.com/JudiciaryDems,"News from the U.S. Senate Judiciary Committee, chaired by @SenatorDurbin, author of the Dream Act and Fair Sentencing Act, fighter for equal justice under law.",80672.0,300.0,12-Sep-23,1:55 PM,"Washington, D.C.","Washington, D.C.",8460.0,125,27,73.0,73,125,27,True,
10801,24-Aug-2023 08:06AM,http://twitter.com/PamKeithFL/statuses/1694682698332115297, @lesleyabravanel: A couple of Racist white people. That’s it. ; Florida schools got hundreds of book complaints — mostly from 2 people: A year’s worth of records suggest the state’s book banning movement is narrow in scope. #DeSaster   /t7TJIDblrP,@PamKeithFL,United States,English,149881.0,224,1386.4,Negative,"book,complaints,hundreds of book,movement,records,scope",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1694682698332115297""","""2966770391""",Twitter Web App,"Pam Keith, Esq.",http://www.twitter.com/PamKeithFL,"CEO of Center for Employment Justice LLC, 2020 Dem Cong. Nominee, ex-Navy JAG, litigator & expert on workplace law. BC Law Grad. AKA💚💗 (she/her)",149881.0,6878.0,24-Aug-23,8:06 AM,"Washington, D.C.","Washington, D.C.",5334.0,162,4,58.0,58,162,4,False, //twitter.com/lesleyabravanel/statuses/1694682489590030500
10821,13-Apr-2023 01:34PM,http://twitter.com/LemieuxLGM/statuses/1646567574472196109,"ROFL all of those Clinton voters who want ban virtually all abortions, ban Judy Bloom books from public libraries, and privatize Social Security are going to be HUGE in 2024 I tell ya   /uQ30IxTwro   /Gde9FxBGI7",@LemieuxLGM,United States,English,19433.0,208,179.76,Negative,"Clinton voters,abortions,ban Judy Bloom books,public libraries",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",8.0,"""1646567574472196109""","""52253024""",Twitter Web App,Scott Lemieux,http://www.twitter.com/LemieuxLGM,What used to be is gone and what ought to be ought not to be so hard. Tweets speak for myself only.,19433.0,3380.0,13-Apr-23,1:34 PM,Washington,Seattle,8917.0,175,17,15.0,16,175,17,False,
10846,27-May-2023 08:51PM, //twitter.com/NEAToday/statuses/1662622465556721668,These school librarians aren't letting book bans stop them from serving their students and speaking up for the job they were trained to do. 📘   /Ntc672PUFw,@neatoday,United States,English,245857.0,172,2274.18,Negative,"book,school librarians,students",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1662622465556721668""","""22789766""",Sprout Social,NEA, //twitter.com/NEAToday,"The official account of the National Education Association. We are 3 million educators 💪🏽, advocating for our students and our professions. #RedforEd",245857.0,11426.0,27-May-23,8:51 PM,"Washington, D.C.","Washington, D.C.",11906.0,118,3,51.0,51,118,3,False,
10851,25-Apr-2023 08:50PM,http://twitter.com/StaySafeWarlock/statuses/1651025933913190400,"When I was banned on Twitter over 3 years ago, I replaced mindless scrolling with book reading. Maybe being banned wasn’t so bad for me, after all!📚Do you have a favorite book?   /ugYKNCCKmG",@StaySafeWarlock,United States,English,13435.0,220,124.27,Negative,favorite book,(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banned",8.0,"""1651025933913190400""","""936026340511203329""",Twitter for iPhone,Matt Morse (StaysafeTV),http://www.twitter.com/StaySafeWarlock,"Father, Husband, POWER GUM Owner, Twitch Streamer. 🇺🇸",13435.0,175.0,25-Apr-23,8:50 PM,Washington,,21735.0,172,44,3.0,4,172,44,False,
10919,03-Feb-2023 01:09PM,http://twitter.com/civilrightsorg/statuses/1621571612083462150,"“You can attack our bodies. You can ban our books. You can try to attack our ‘wokeness’ and you can tell us it can’t be done, but you cannot stop us from proclaiming, ‘I, too, am America.’” Read this from @mayawiley.   /ysW8CVuL0z",@civilrightsorg,United States,English,136388.0,177,1261.59,Positive,"bodies,books,wokeness",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1621571612083462150""","""58503762""",Twitter Web App,The Leadership Conference,http://www.twitter.com/civilrightsorg,"The Leadership Conference on Civil and Human Rights — the nation’s oldest, largest, and most diverse civil and human rights coalition. Led by @mayawiley.",136388.0,996.0,3-Feb-23,1:09 PM,"Washington, D.C.","Washington, D.C.",,131,1,,45,131,1,True,
10942,03-May-2023 10:00PM, //twitter.com/caringguy1957/statuses/1653942627476152321,@lorisue920 @scrowder Bless your heart. This is why we have to stop banning books.   /jOLjLjz0Pg,@caringguy1957,United States,English,13789.0,209,127.55,Positive,"books,heart",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",8.0,"""1653942627476152321""","""1273612436726321156""",Twitter for iPhone,caring 💙🇺🇸🌈✌🏻, //twitter.com/caringguy1957,"Dog lover, #resist, science educated, world traveler, Veteran, proud dad, smartass, blocked by Kari Lake, DC_Draino🚫MAGA (they can't keep up) #drcole #voteblue",13789.0,10915.0,3-May-23,10:00 PM,"Washington, D.C.",,2822.0,191,6,12.0,12,191,6,True, //twitter.com/lorisue920/statuses/1653121753772597254
11069,18-May-2023 08:59PM,http://twitter.com/DanielMillerEsq/statuses/1659363009062486017,"First, you ban books. Then you burn books. And before you know it, we’re in a very dangerous place. As the Germans say, Wehret den Anfängen or Resist the Beginnings. They’d know.   /",@DanielMillerEsq,United States,English,5232.0,153,48.4,Negative,ban books,(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",7.0,"""1659363009062486017""","""969045835""",Twitter for iPhone,Daniel Miller,http://www.twitter.com/DanielMillerEsq,"Lawyer. Ad-maker. Democracy advocate. Words in Washington Post, Daily Beast, CNN, etc. Proud Dad. Views my own.",5232.0,1513.0,18-May-23,8:59 PM,"Washington, D.C.","Washington, D.C.",4273.0,86,2,61.0,65,86,2,False,
11080,06-Mar-2023 08:05AM,http://twitter.com/HistoryGirlDC/statuses/1632729090242277376,"@RonDeSantisFL Sure Ron, b/c nothing says freedom like banning books, erasing parts of our country's history, firing those that disagree w/ you, forcing bloggers to register w/ the gov., restricting voter's rights, attacking reproductive rights, limiting civil rights, etc. #DeSantisIsAFascist   /xA9Mvfcb3x",@HistoryGirlDC,United States,English,1929.0,175,17.84,Negative,"Sure Ron,bloggers to register,books,civil rights,country,freedom,history,reproductive rights",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",6.0,"""1632729090242277376""","""765180737003728896""",Twitter for Android,Voting Is My Superpower,http://www.twitter.com/HistoryGirlDC,"Wife, mom of 2 adults, former teacher, & persistent activist. #DefendRoe #CommonSenseGunLaws #BLM #LGBTQIA #DCStatehood #VoteBlue #ClimateActionNow",1929.0,3157.0,6-Mar-23,8:05 AM,"Washington, D.C.","Washington, D.C.",2488.0,116,16,43.0,43,116,16,False,http://twitter.com/RonDeSantisFL/statuses/1632569813154295808
11088,20-Jan-2023 02:46PM,http://twitter.com/JinkiesJerrica/statuses/1616522490666455040," @NBCNews: this library book ban bill is an attack on trans and gay people. if it were about “depictions of sexual or gender identity,” it’d apply to depictions of heterosexuality too the porter in Macbeth jokes that he can’t get his dick hard when drunk they aren’t banning Shakespeare ; The bill, which would prohibit books depicting sexual or gender identity, proposes up to 30 days imprisonment for librarians who refuse to remove banned titles.   /JQhf0rLdsB",@JinkiesJerrica,United States,English,11162.0,170,103.25,Negative,"bill,books,depictions,gender identity,heterosexuality,librarians,library book ban bill,porter in Macbeth jokes,titles",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,ban",8.0,"""1616522490666455040""","""812631255376281600""",Twitter for iPhone,"Jerrica, Local Sports Lesbian",http://www.twitter.com/JinkiesJerrica,Girlfriend of @SlowPitchBitch| ADHD| Fashionista| Film Fan| Go Cougs!| Guitarist| Leftist| Lesbian| Marvel and Nintendo| Seahawks and Mariners| She/Her|🌒🌕🌘,11162.0,1377.0,20-Jan-23,2:46 PM,Washington,Seattle,,119,3,,48,119,3,False, //twitter.com/NBCNews/statuses/1615747868223995908
11128,02-Oct-2023 05:25PM, //twitter.com/chrisgeidner/statuses/1708956459944309015,"For Banned Book Week — and as someone raised on Reading Rainbow — I am thrilled to have a new T-shirt to oppose all of this ridiculousness. Thanks, @levarburton and @MoveOn! Get your shirt here:   /IGrw67K1HY   /SmeTFBPDCG",@chrisgeidner,United States,English,146183.0,216,1352.19,Positive,"new t-shirt,ridiculousness,shirt",(book OR books) NEAR (ban OR banned OR banning OR ban,"Banned,Book",10.0,"""1708956459944309015""","""22891564""",,Chris Geidner, //twitter.com/chrisgeidner,"Subscribe to @lawdorknews for SCOTUS, LGBTQ, criminal law, and other legal news. / Email: lawdorknews@gmail.com / Sober. Queer. Bipolar. Buckeye. / He/him.",146183.0,7655.0,2-Oct-23,5:25 PM,"Washington, D.C.","Washington, D.C.",23201.0,178,5,33.0,33,178,5,False,
11134,08-Jun-2023 07:59PM,http://twitter.com/CNNPolitics/statuses/1666958222102593536,President Biden will appoint a new federal coordinator to address the increase in book bans enacted across different states – part of a slew of new actions that he announced on Thursday aimed at protecting the LGBTQ+ community   /ESP38eyQzL,@CNNPolitics,United States,English,4504140.0,188,41663.29,Neutral,"community,increase in book,new actions,new federal coordinator,slew",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1666958222102593536""","""13850422""",SocialFlow,CNN Politics,http://www.twitter.com/CNNPolitics,"Political news, campaign stories and Washington coverage from CNN Politics.",4504140.0,335.0,8-Jun-23,7:59 PM,"Washington, D.C.","Washington, D.C.",16543.0,134,26,28.0,28,134,26,True,
11146,04-Apr-2023 07:46AM,http://twitter.com/RawStory/statuses/1643218540978229249,Ron DeSantis' own book targeted under Florida ban law   /HpKWZoVPtH,@RawStory,United States,English,229717.0,163,2124.88,Neutral,,(book OR books) NEAR (ban OR banned OR banning OR ban,"book,ban",10.0,"""1643218540978229249""","""16041234""",Hootsuite Inc.,Raw Story,http://www.twitter.com/RawStory,The official Twitter of the award-winning http://RawStory.com. Want to get our daily newsletter? Click here: http://rawstory.com/st/Newsletter_…,229717.0,3990.0,4-Apr-23,7:46 AM,"Washington, D.C.","Washington, D.C.",5819.0,100,10,48.0,53,100,10,True,
